Date    	Days	documents * accesses	documents * bytes	documents * visits	documents / accesses	documents / bytes	documents / visits
3/8/2009	7	              113.00	          2151080.00	              105.00	               24.00	            63000.00	               22.00
3/15/2009	7	              122.00	          2168422.00	               91.00	               32.00	            81375.00	               32.00
3/22/2009	7	              139.00	          2072191.00	               73.00	               25.00	            63000.00	               24.00
3/29/2009	7	              121.00	          2121909.00	               79.00	               31.00	            76125.00	               29.00
4/5/2009	7	               69.00	          1367568.00	               61.00	               20.00	            49875.00	               20.00
4/12/2009	7	              105.00	          2294083.00	               69.00	               31.00	            81375.00	               26.00
4/19/2009	7	               99.00	          1426979.00	               70.00	               30.00	            78750.00	               30.00
4/26/2009	7	               83.00	          1689424.00	               72.00	               23.00	            55125.00	               21.00
5/3/2009	7	              131.00	          2176674.00	               97.00	               27.00	            68250.00	               26.00
5/10/2009	7	              212.00	          2378508.00	               94.00	               28.00	            70875.00	               26.00
5/17/2009	7	               88.00	          1438741.00	               63.00	               23.00	            57750.00	               23.00
5/24/2009	7	              133.00	          2490213.00	               83.00	               26.00	            68250.00	               26.00
5/31/2009	7	              108.00	          2217147.00	               67.00	               21.00	            49875.00	               21.00
6/7/2009	7	              159.00	          3221544.00	               91.00	               32.00	            81375.00	               32.00
6/14/2009	7	              118.00	          1188294.00	               84.00	               31.00	            81375.00	               29.00
6/21/2009	7	               75.00	          1673653.00	               73.00	               22.00	            55125.00	               22.00
6/28/2009	7	              210.00	          1439499.00	               63.00	               29.00	            70875.00	               25.00
7/5/2009	7	              161.00	          2393945.00	               81.00	               35.00	            86625.00	               35.00
7/12/2009	7	               93.00	          1722414.00	               70.00	               23.00	            60375.00	               23.00
7/19/2009	7	              149.00	          2232158.00	               73.00	               29.00	            70875.00	               28.00
7/26/2009	7	              217.00	          2661284.00	               91.00	               38.00	            94500.00	               34.00
8/2/2009	7	              174.00	          3240315.00	              143.00	               25.00	            60375.00	               25.00
8/9/2009	7	              111.00	          1798073.00	               84.00	               22.00	            55125.00	               21.00
8/16/2009	7	              158.00	          2799413.00	               92.00	               32.00	            81375.00	               32.00
8/23/2009	7	              176.00	          3139984.00	              100.00	               37.00	            89250.00	               32.00
8/30/2009	7	              135.00	          2046053.00	               95.00	               32.00	            76125.00	               30.00
9/6/2009	7	              168.00	          2662901.00	               94.00	               30.00	            70875.00	               29.00
9/13/2009	7	              105.00	          1250594.00	               83.00	               28.00	            73500.00	               26.00
9/20/2009	7	              147.00	          2416387.00	               74.00	               25.00	            57750.00	               24.00
9/27/2009	7	               82.00	          1588081.00	               66.00	               27.00	            65625.00	               26.00
10/4/2009	7	              106.00	          1879267.00	               85.00	               33.00	            84000.00	               31.00
10/11/2009	7	               97.00	           854038.00	               70.00	               30.00	            76125.00	               28.00
10/18/2009	7	               88.00	          1372868.00	               82.00	               22.00	            52500.00	               22.00
10/25/2009	7	               94.00	          1087065.00	               59.00	               25.00	            65625.00	               24.00
11/1/2009	7	               94.00	          1096073.00	               71.00	               23.00	            55125.00	               22.00
11/8/2009	7	              113.00	          1515452.00	               89.00	               26.00	            65625.00	               22.00
11/15/2009	7	              122.00	          2241337.00	               76.00	               22.00	            57750.00	               21.00
11/22/2009	7	               81.00	          1270999.00	               75.00	               20.00	            49875.00	               20.00
11/29/2009	7	               79.00	          1193202.00	               70.00	               19.00	            42000.00	               19.00
12/6/2009	7	               71.00	          1102659.00	               65.00	               26.00	            68250.00	               25.00
12/13/2009	7	               83.00	          1193205.00	               65.00	               24.00	            60375.00	               22.00
12/20/2009	7	               79.00	           641883.00	               49.00	               25.00	            65625.00	               19.00
12/27/2009	7	               79.00	          1457376.00	               68.00	               21.00	            49875.00	               20.00
1/3/2010	7	              171.00	          2422646.00	               95.00	               29.00	            70875.00	               28.00
1/10/2010	7	              123.00	           559262.00	               52.00	               26.00	            49126.00	               23.00
